#{"t_start": 1716276737.01679, "env_id": "CenteringWorld-v0"}
r,l,t
-6.37,1020,2.35438
-19.62,2623,6.759437
-16.87,2347,10.877403
-3.42,685,12.301243
-8.03,1228,14.963067
-1.23,353,15.576854
-46.78,5733,27.477777
-17.2,2169,254.212346
-1.71,34,254.293648
-7.72,1151,256.874978
-2.38,294,257.5115
-1.01,184,257.945629
-6.85,876,260.093798
1.01,6,260.109424
-1.8,244,260.62283
-0.22,160,260.934323
-6.77,1039,263.050042
1.35,56,263.16573
-6.09,917,265.02599
-1.42,241,265.550457
0.43,154,265.922089
0.25,193,266.325097
-10.54,1205,269.027278
-0.12,208,269.538665
-3.82,383,270.521049
-5.53,1101,273.091846
0.71,226,273.578798
0.53,69,273.726318
1.31,82,273.897017
1.5,42,273.976802
-1.49,606,275.292818
-1.92,507,276.260668
1.05,113,276.473202
0.16,161,276.767788
0.32,144,277.041779
-5.72,973,279.197994
-2.95,585,280.483632
-1.56,363,281.357494
-0.96,79,281.509636
0.88,61,281.699113
1.39,42,281.788131
1.09,128,282.068984
0.89,148,282.347053
-3.65,483,283.294095
-6.05,966,285.280503
0.27,251,285.754501
-2.26,241,286.2615
-0.18,212,286.683504
0.18,257,542.265141
-2.01,174,542.638047
-0.17,387,543.361261
1.32,37,543.423962
-2.92,557,544.495186
1.57,10,544.51172
0.84,43,544.585639
1.25,60,544.693164
1.11,97,544.874951
-0.09,250,545.33186
1.57,13,545.360038
1.0,10,545.377063
1.3,67,545.494804
1.13,111,545.692289
0.15,187,546.024335
1.13,134,546.254689
0.28,63,546.379933
1.01,134,546.611346
-2.44,321,547.190794
-0.72,335,547.804813
0.46,126,548.032489
-2.28,168,548.347688
0.94,80,548.497534
1.51,35,548.568099
0.52,150,548.856766
0.58,94,549.032339
0.95,122,549.251267
-0.35,167,549.560829
0.98,5,549.570334
0.7,150,549.892484
1.0,1,549.894484
0.28,276,550.457933
1.12,96,550.635047
1.01,76,550.835943
0.17,151,551.13894
0.56,169,551.472029
-0.35,79,551.613943
-2.22,278,552.21986
1.38,66,552.372813
1.38,50,552.468385
-1.42,323,553.158763
1.02,24,553.201061
1.53,8,553.218117
