#{"t_start": 1716276737.01679, "env_id": "CenteringWorld-v0"}
r,l,t
-17.53,1888,3.821771
-1.96,446,4.567132
0.12,212,4.934459
-2.51,567,5.888451
-2.72,435,6.592774
-1.47,392,7.262564
-27.91,3669,14.237338
-2.02,436,15.213955
-8.94,1393,17.730862
-1.38,203,18.182849
-4.79,538,19.58856
-10.87,1666,23.334925
-6.28,1033,25.239066
-1.2,93,25.402632
-16.63,2045,29.891612
-12.14,1796,255.711338
-5.47,742,257.355106
0.84,86,257.527124
0.99,4,257.527124
0.35,95,257.74885
-4.96,918,260.029926
-6.23,1042,262.158351
-15.97,2377,267.203204
-3.48,610,268.571952
-0.23,91,268.768791
-3.3,212,269.185297
0.37,177,269.666905
-3.44,315,270.442895
-7.69,815,272.430879
0.43,207,272.839823
1.51,35,272.917301
0.63,82,273.128435
-1.46,199,273.547528
-0.4,314,274.252265
-11.41,1185,276.593821
0.5,126,276.837625
-0.35,238,277.352182
-6.21,1042,279.623065
1.35,51,279.723602
0.62,177,280.091828
-2.99,558,281.426252
-3.78,499,282.49602
-0.78,200,282.897022
0.92,114,283.116863
-3.15,680,284.5065
-0.04,262,285.0615
-1.97,536,286.127501
1.15,83,286.281501
1.32,48,286.375499
-1.64,373,542.19241
-3.11,638,543.426962
0.91,158,543.743177
-2.55,748,545.137986
0.05,222,545.535381
0.84,75,545.671272
-0.15,59,545.769941
-0.51,345,546.39295
0.97,110,546.581819
-2.92,494,547.477265
0.29,118,547.688708
-2.39,274,548.196394
-2.07,195,548.5661
0.86,69,548.697807
-1.27,149,548.975415
-0.76,93,549.151585
1.43,37,549.216676
0.38,266,549.748388
-1.05,31,549.808952
1.54,12,549.834364
1.28,66,549.957079
0.37,81,550.131123
0.55,38,550.201721
0.46,12,550.225737
-1.09,155,550.538083
-0.07,138,550.852498
0.51,178,551.20153
1.02,8,551.218036
0.38,59,551.352872
1.0,102,551.535117
-0.46,236,552.061988
-0.12,169,552.403847
